date,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,MMI50delta10,RSI15,RSI25,RSI25Log,StdRetdelta10,StdRetdelta20,bollWidth,bollWidth10,bollWidth20,diffToMeanVol10,diffToMeanVol30,ewm12,ewm26,ewm40,hurst,logBollWidth,lowLoss,lowWin,lowerBand,ma20,macd,mmi100,mmi50,movStdDev,priceEwm,returns,symbol,target4_8,topLoss,topWin,topband
2000-06-21,73.38,79.94,73.31,78.5,52.2901,6421800.0,0.0,1.0,0.0,0.7379684147361558,0.7092345443988701,-0.39744869862699544,239.20338962709297,,0.24659982246199305,,,796740.0,565336.3636363633,46.361594732699324,45.54926986397962,45.26167429859834,0.0,-1.3999884081954084,,,40.26941735742179,45.93294545454546,0.8123248687197062,0.0,0.0,239.20338962709297,-0.03236517628432978,324.4,A,1.0,,,51.59647355166911
2000-06-22,79.75,79.81,74.38,75.75,50.4583,4816700.0,0.0,1.0,0.0,0.6471302420089126,0.6365153187714973,-0.5276173253756797,139.13979824003627,,0.2590721126770638,0.17056211681057548,,-605390.0,-953116.666666667,46.991857081514816,45.912901725907055,45.51516823525208,0.0,-1.3506488287117229,,,40.31123600802597,46.31005833333333,1.078955355607761,0.0,0.0,239.46410835478343,-0.03236517628432978,-183.18000000000006,A,1.0,,,52.308880658640696
2000-06-23,73.94,77.5,73.88,75.13,50.0453,2839400.0,0.0,1.0,0.0,0.6272360826276795,0.6209642561428105,-0.5577978375012146,154.94663572523623,,0.26206334799057585,0.14942673780385146,,-2203530.0,-2705000.0,47.461617530512534,46.21900530176579,45.736150272556856,0.0,-1.3391690182230465,,,40.49165130542849,46.597384615384605,1.2426122287467436,0.0,0.0,230.6203821634825,-0.03236517628432978,-41.30000000000038,A,2.0,,,52.70311792534074
2000-06-26,75.0,76.31,74.06,75.13,50.0453,2735600.0,0.0,1.0,0.0,0.6272360826276795,0.6209642561428104,-0.5577978375012147,7.164071619647558,,0.26252829908709163,0.13450490867561832,,-2174960.0,-2608171.428571428,47.85910714120291,46.50243453867203,45.946352698285786,0.0,-1.3373963967150495,,,40.69477053174663,46.84366428571428,1.3566726025308853,0.0,0.0,221.8524348153891,-0.03236517628432978,0.0,A,1.0,,,52.99255803968194
2000-06-27,74.88,76.81,74.13,75.44,50.2518,2940000.0,0.0,1.0,0.0,0.6345725826606621,0.6263215258129476,-0.5472976258549159,3.3791902272261325,,0.2626284668200141,0.1500214234744077,,-1712460.0,-2243520.0,48.22721373486401,46.780165313585215,46.1563745178816,0.0,-1.337014919256736,,,40.889797685627116,47.07087333333333,1.4470484212787935,0.0,0.0,213.83304866180058,-0.03236517628432978,20.650000000000546,A,1.0,,,53.25194898103954
2000-06-28,78.75,80.19,77.75,79.5,52.9562,7078100.0,0.0,1.0,0.0,0.7177243214285345,0.6887383819051232,-0.4324552921033207,20.662033101188342,,0.2806640774794497,0.17854081021034313,,2119180.0,1776168.75,48.95475008334647,47.23764936443076,46.48807332188738,0.0,-1.2705967785830738,,,40.78153588676257,47.43870625,1.7171007189157097,0.0,0.0,214.6349586002553,-0.03236517628432978,270.43999999999994,A,1.0,,,54.09587661323742
2000-06-29,79.88,79.94,75.0,75.88,50.5449,6195100.0,0.0,1.0,0.0,0.582630449184332,0.5930541105042909,-0.6143596188854683,35.994776190515296,,0.27800667805247664,0.1705763426068816,,1102920.0,840629.4117647057,49.1993885320624,47.482630892991445,46.68596730618555,0.0,-1.2801101438085194,,,41.00188664964085,47.62142352941176,1.7167576390709556,0.0,0.0,219.646780056004,-0.03236517628432978,-241.13000000000042,A,1.0,,,54.240960409182655
2000-06-30,76.69,79.5,73.65,73.75,49.1261,5922900.0,0.0,1.0,0.0,0.5171707745561396,0.5448080533604535,-0.7203779962262074,31.53010968673285,,0.2708707888410816,0.12033192605076615,,702500.0,536850.0,49.18811337328357,47.60436934536245,46.80499816929846,0.0,-1.3061133657491604,,,41.244068918578186,47.70501666666666,1.5837440279211208,0.0,0.0,217.1195348588428,-0.03236517628432978,-141.87999999999974,A,1.0,,,54.165964414755145
2000-07-03,74.0,74.19,71.75,73.69,49.0861,2285900.0,0.0,1.0,0.0,0.5153053569120296,0.543457741122818,-0.7235131519263692,-6.596925032787907,,0.2641737646690758,0.12283747930367145,,-2675860.0,-2936984.2105263155,49.172419008163025,47.714127171631894,46.916271429332674,0.0,-1.3311481928500366,,,41.46689712984893,47.77770526315789,1.4582918365311317,0.0,0.0,211.1069737864823,-0.03236517628432978,-3.9999999999999134,A,1.0,,,54.08851339646686
2000-07-05,72.13,72.69,69.63,70.25,46.7946,3862600.0,0.0,1.0,0.0,0.41686203377979375,0.4710074061915524,-0.9080121102975567,-22.789603203188964,,0.258051169726671,0.08209332117481173,,-647210.0,-1292270.0,48.80660069921487,47.64601404780731,46.9103362376579,0.0,-1.3545973814518462,,,41.57034592157105,47.72855,1.1605866514075558,0.0,0.0,213.09859611777927,-0.03236517628432978,-229.14999999999992,A,1.0,,,53.886754078428964
2000-07-06,70.0,70.44,68.31,69.13,46.0486,3005300.0,0.0,1.0,0.0,0.3891987365505576,0.4498564669144269,-0.9689847772617057,-30.665743997432397,208.53764562966057,0.252699207640883,0.006099385178889943,,-1162860.0,-2047209.5238095245,48.38229289933566,47.52768708130307,46.8683003236258,-0.4447390702249716,-1.3755554001651915,,,41.76004337568085,47.79948999999999,0.8546058180325886,0.0,0.0,208.53764562966057,-0.03236517628432978,-74.60000000000022,A,0.0,,,53.838936624319146
2000-07-07,70.0,70.44,66.75,67.5,44.9628,4286300.0,0.0,1.0,0.0,0.3505075591847228,0.42010982939423225,-1.06156074808068,-34.47203260676705,104.66776563326924,0.2565550866234678,-0.0025170260535959947,0.1680450907569795,171180.0,-731381.8181818185,47.856217068668634,47.33769544565099,46.77534908832698,-0.3434956930192153,-1.3604118747649208,,,41.6205630390726,47.7452,0.5185216230176408,0.0,0.0,204.9920757480164,-0.03236517628432978,-108.5799999999999,A,1.0,,,53.869836960927394
2000-07-10,67.75,70.25,67.63,68.5,45.6289,3836000.0,0.0,1.0,0.0,0.3928265078520421,0.4445207122099177,-0.9849720978694797,-29.88196470662652,125.06467101860977,0.259901055968964,-0.002162292021611889,0.14726444578223954,-378780.0,-1130304.347826087,47.51355290425808,47.2111180052324,46.719424742554935,-0.3185149723274941,-1.3474542743611688,,,41.47171722962864,47.665929999999996,0.3024348990256769,0.0,0.0,200.738417456856,-0.03236517628432978,66.61000000000001,A,1.0,,,53.86014277037136
2000-07-11,68.0,68.56,66.13,67.31,44.8363,2987600.0,0.0,1.0,0.0,0.3608525005687651,0.4216406623738842,-1.056581494843463,-24.786075467134623,-17.622003847487065,0.2555431861491921,-0.006985112937899496,0.12751979573771882,-1252380.0,-1896258.333333333,47.10166784206453,47.03520556040037,46.62756499901567,-0.2749221636173344,-1.3643638575974315,,,41.613633513911964,47.709559999999996,0.06646228166415824,0.0,0.0,197.0663593482544,-0.03236517628432978,-79.26000000000002,A,1.0,,,53.80548648608803
2000-07-12,69.44,70.63,68.06,69.0,45.961999999999996,2712800.0,0.0,1.0,0.0,0.4354401343016229,0.4640824482269746,-0.9275685414769084,-19.626509179561086,-16.24731895233495,0.2556538682440812,-0.006974598575932856,0.14304682489847484,-1504460.0,-2084216.0,46.926334327900754,46.955708852222564,46.59509841369783,-0.23607168776711565,-1.3639308265552241,,,41.6092488707567,47.70756,-0.029374524321809762,0.0,0.0,194.2065394822395,-0.03236517628432978,112.56999999999948,A,1.0,,,53.8058711292433
2000-07-13,69.0,72.5,68.75,71.0,47.2942,4177800.0,0.0,1.0,0.0,0.5124005879265227,0.5101667516983202,-0.8040903603220186,-22.70628482152693,-2.0442517203385933,0.25018349510211224,-0.03048058237733748,0.14806022783300565,250570.0,-595400.0,46.98292904668526,46.98078227057645,46.62920093010282,-0.16631340877796902,-1.385560649943329,,,41.834438017448214,47.8158,0.0021467761088089787,0.0,0.0,191.9286737787284,-0.03236517628432978,133.22000000000003,A,1.0,,,53.797161982551785
2000-07-14,71.5,78.25,71.5,77.06,51.3309,5438900.0,0.0,1.0,0.0,0.6687662019246396,0.6179970710553762,-0.5636612963482687,-16.78609710541471,19.208679085100588,0.2441835032596644,-0.03382317479281227,0.13675316781406932,1587290.0,641044.444444444,47.65184765488752,47.30301321349671,46.85855210424414,-0.12068563872108044,-1.4098352738066504,,,42.303027321284645,48.18616000000001,0.34883444139080666,0.0,0.0,202.8606829505892,-0.03236517628432978,403.6700000000003,A,1.0,,,54.069292678715364
2000-07-17,76.88,80.94,76.25,78.25,52.1236,4410700.0,0.0,1.0,0.0,0.691004644228687,0.6350864812298735,-0.530352632417471,-17.785188220498867,13.74492146623399,0.21700954291166194,-0.0538612459294196,0.06647068012134655,710310.0,-373328.5714285717,48.33980955413559,47.660093716200656,47.115383708915154,-0.14926522219974825,-1.52781394985718,,,43.42152319956372,48.70640000000001,0.6797158379349355,0.0,0.0,199.33434663834387,-0.03236517628432978,79.27000000000034,A,1.0,,,53.991276800436296
2000-07-18,78.0,78.0,74.0,76.63,51.0445,2619100.0,0.0,1.0,0.0,0.6256541562889061,0.5957802483736532,-0.6086917789086888,-13.773457581723022,-20.37038261451093,0.20928403433694848,-0.054889730332127296,0.06794774897154415,-1114610.0,-2090275.862068965,48.75591577657627,47.91079047796357,47.307047918236364,-0.16209348536580173,-1.564062933677449,,,43.8670167999907,48.99383000000001,0.8451252986127002,0.0,0.0,197.3335162047593,-0.03236517628432978,-107.9100000000004,A,2.0,,,54.12064320000932
2000-07-19,76.0,76.06,72.75,74.06,49.3326,2531500.0,0.0,1.0,0.0,0.5340782173730466,0.5385014096364293,-0.7351057584199848,-16.01140490011295,-38.801008103301896,0.20931327467384,-0.04873789505283105,0.03335542612198067,-1069100.0,-2105280.0,48.844636426333764,48.016109701818124,47.40585533685898,-0.1508061644275248,-1.5639232273950163,,,43.87912629561345,49.00815500000001,0.8285267245156405,0.0,0.0,197.08719121766632,-0.03236517628432978,-171.19,A,1.0,,,54.137183704386565
2000-07-20,73.88,76.31,54.0,54.0,35.9703,2540500.0,0.0,1.0,0.0,0.23163435014931225,0.29702765889189936,-1.5746234132023156,102.1149392050968,71.44919520766439,0.3133831944796598,0.060683986838776786,0.06678337201766674,-1013620.0,-1908613.333333333,46.86396928382087,47.12382750168345,46.84802336920732,0.04784719912352362,-1.1603285737281792,,,40.640857691704575,48.192165,-0.25985821786257896,0.0,0.0,310.65258483475736,-0.03236517628432978,-1336.2299999999998,A,1.0,,,55.74347230829543
2000-07-21,51.5,51.5,46.25,48.06,32.0135,26067300.0,0.0,1.0,0.0,0.19438220766433376,0.25967374509038504,-1.8020986628285443,107.44691991673085,72.9748873099638,0.43861016188645147,0.18205507526298365,0.17953804920938765,20335080.0,20977490.0,44.57928170169458,46.004543983040236,46.12438808290452,0.09815552635151824,-0.8241442743509864,,,36.903390271694796,47.26992500000001,-1.4252622813456526,0.0,0.0,312.4389956647472,-0.03236517628432978,-395.6800000000002,A,1.0,,,57.63645972830522
2000-07-24,50.0,50.19,47.75,49.5,32.9727,10005100.0,0.0,1.0,0.0,0.22874612526335794,0.28334263901752865,-1.6520867447595633,107.68120955408531,77.7992448474588,0.5202976112016354,0.2603965552326715,0.2582342632110596,3655970.0,4802820.0,42.793653747587726,45.03922220651874,45.482842322762835,0.12951143889929842,-0.6533543018906617,,,34.341151295334804,46.41629500000001,-2.2455684589310105,0.0,0.0,308.4196270109413,-0.03236517628432978,95.92000000000029,A,0.0,,,58.49143870466522
2000-07-25,49.06,49.5,44.75,44.75,29.8087,6534900.0,0.0,1.0,0.0,0.19705860367095027,0.2542907254354257,-1.839602348493963,110.44590223662053,85.6598267694859,0.6179233796346795,0.3623801934854873,0.35539508054758784,-168960.0,1250100.0,40.79596855565116,43.91103537640623,44.718250014335375,0.17045706530636684,-0.4813908103844051,,,31.37622476834775,45.40446500000001,-3.115066820755075,0.0,0.0,307.512261584875,-0.03236517628432978,-316.4000000000001,A,1.0,,,59.43270523165227
2000-07-26,45.94,46.63,42.81,43.0,28.643,8144000.0,0.0,1.0,0.0,0.18619805101041534,0.2442933305304344,-1.9132217504209683,109.00076690519356,89.37425772563248,0.7078247829006901,0.4521709146566089,0.445196316080676,897020.0,2771766.666666667,38.92628108555098,42.78006979296873,43.93409147705072,0.20745677423377065,-0.3455586976957725,,,28.637203313545125,44.324025000000006,-3.8537887074177486,0.0,0.0,303.20730638743305,-0.03236517628432978,-116.57000000000008,A,1.0,,,60.0108466864549
2000-07-27,44.25,44.94,40.38,40.75,27.1442,7045500.0,0.0,1.0,0.0,0.17224848280108446,0.23161001890990504,-2.0151681142266065,107.41993024367014,84.7136454221432,0.7853011379326873,0.5351176428305751,0.5046370604532375,-488250.0,1572200.0,37.11365322623545,41.62185721571179,43.11507238060922,0.2416827702455075,-0.241688019560352,,,26.136326189179524,43.03342500000001,-4.508203989476343,0.0,0.0,299.3486040223985,-0.03236517628432978,-149.87999999999994,A,1.0,,,59.9305238108205
2000-07-28,41.75,41.88,39.5,41.25,27.4773,6879100.0,0.0,1.0,0.0,0.18770537258042835,0.2410964032944007,-1.9379550586370409,92.60781738064405,75.82172027522931,0.8529103992624704,0.608726896002806,0.5749037212099937,-798670.0,1338580.0,35.63113734527615,40.574112236770176,42.35225421570146,0.2692344857996449,-0.15910077890402755,,,24.02008204895989,41.88004500000001,-4.942974891494027,0.0,0.0,295.46850033123326,-0.03236517628432978,33.30999999999982,A,1.0,,,59.740007951040134
2000-07-31,41.06,42.19,40.13,40.75,27.1442,5760500.0,0.0,1.0,0.0,0.1837832602921053,0.2379143910720781,-1.9631958272399848,92.12167301671849,74.33648479621962,0.9156026226575021,0.6985930797458402,0.6447318338164205,-2052250.0,182653.33333333305,34.325454676772125,39.57930392293535,41.61039791249651,0.29417670788774364,-0.08817282649378007,,,22.111377612767768,40.78095000000001,-5.2538492461632265,0.0,0.0,291.4560196550624,-0.03236517628432978,-33.30999999999982,A,1.0,,,59.45052238723225
2000-08-01,40.69,41.19,39.5,40.5,26.9777,4242500.0,0.0,1.0,0.0,0.18161541848377624,0.23622612555420744,-1.9768509551707905,90.30042510617511,76.52696752445209,0.9683211015225048,0.7590370671855564,0.7041473368534291,-3732590.0,-1314353.333333333,33.19503088034564,38.6458517804957,40.89660777042351,0.3159462221951198,-0.03219153026242876,,,20.466203543455414,39.675530000000016,-5.450820900150057,0.0,0.0,287.63394131093435,-0.03236517628432978,-16.650000000000276,A,1.0,,,58.88485645654462
2000-08-02,40.13,41.19,39.5,40.13,26.7312,4827500.0,0.0,1.0,0.0,0.17806166981013533,0.2335678627379144,-1.9987368995764525,86.85389260936954,70.84248770925659,1.0204891711159316,0.8111758964420916,0.7624380013892607,-3377190.0,-610866.666666667,32.20059536029247,37.76328498194046,40.205612269427235,0.33595883327325,0.02028209186009626,,,18.939997699251553,38.67236000000001,-5.562689621647991,0.0,0.0,283.94108382703587,-0.03236517628432978,-24.649999999999753,A,1.0,,,58.404722300748475
2000-08-03,39.13,41.0,38.56,41.0,27.3108,6146000.0,0.0,1.0,0.0,0.21912183337995472,0.25492502397481304,-1.8351093635349376,-26.32966368518555,75.78527551991124,1.0618528938994898,0.74846969941983,0.8091536862586068,-2419240.0,716826.666666667,31.448319151016705,36.989026835130055,39.57659703677225,0.351344238921419,0.06001539523983041,,,17.70071098892132,37.735470000000014,-5.54070768411335,0.0,0.0,284.3229211495718,-0.03236517628432978,57.95999999999992,A,1.0,,,57.77022901107871
2000-08-04,40.5,41.44,39.63,40.06,26.6846,3685600.0,0.0,1.0,0.0,0.2063912209963361,0.24687326666875165,-1.893698487901667,-29.696993016505303,77.74992690022555,1.1032808501916909,0.6646706883052393,0.8467257635682229,-2641470.0,-1705870.0,30.71543928162952,36.225735958453754,38.947719132539454,0.36693849740422296,0.0982883317873852,,,16.509298988907833,36.821560000000034,-5.5102966768242325,0.0,0.0,282.742002648242,-0.03236517628432978,-62.620000000000076,A,1.0,,,57.133821011092216
2000-08-07,40.63,41.25,38.94,39.75,26.4781,3977700.0,0.0,1.0,0.0,0.20196893169604294,0.2441187309409773,-1.9145568782959597,-26.900850190801464,80.78035936328385,1.1359351671138769,0.6156375559122415,0.8760341111449129,-1746630.0,-1451713.333333333,30.063540930609594,35.50368885042014,38.33944502851314,0.3808939635178475,0.12745624746776338,,,15.494419223962293,35.864020000000025,-5.440147919810546,0.0,0.0,281.5187768201398,-0.03236517628432978,-20.649999999999835,A,1.0,,,56.23362077603774
2000-08-08,39.69,39.69,38.19,38.81,25.851999999999997,3659600.0,0.0,1.0,0.0,0.1880099912676326,0.23548835841319696,-1.9828772561234163,-29.48786064147595,80.95804159514458,1.16732599487759,0.5494026152429106,0.9117828087283979,-1777200.0,-1800613.333333333,29.415611556669656,34.7887489355742,37.730301368585664,0.3944657502418202,0.1547156586631603,,,14.536325258708978,34.91480500000001,-5.3731373789045405,0.0,0.0,278.02440094339903,-0.03236517628432978,-62.61000000000046,A,1.0,,,55.293284741291046
2000-08-09,38.75,39.88,38.5,39.31,26.185,3348000.0,0.0,1.0,0.0,0.2207469892150208,0.2507505708905731,-1.8650562880257773,-27.80562299732998,81.19514390786358,1.1812714047300612,0.4734466218293712,0.92561753648598,-1609200.0,-2125813.333333333,28.918594394105092,34.15143419960574,37.16711593597172,0.4048606809629653,0.1665913200680439,,,13.888074740170586,33.92595500000001,-5.232839805500646,0.0,0.0,275.40168339010313,-0.03236517628432978,33.3000000000002,A,1.0,,,53.96383525982944
2000-08-10,39.06,39.81,38.69,39.0,25.9785,2234400.0,0.0,1.0,0.0,0.21461479922909035,0.2474321803005341,-1.88951876314959,-23.979451056667532,83.44047918700261,1.1745451410810417,0.3892440031483544,0.9243616459789294,-2241690.0,-3077956.666666667,28.466272179627385,33.54603166630161,36.62132979275359,0.4132263891166236,0.16088095867458355,,,13.5622934957015,32.86017000000001,-5.079759486674224,0.0,0.0,275.36915296573096,-0.03236517628432978,-20.649999999999835,A,1.0,,,52.15804650429853
2000-08-11,39.75,40.81,38.94,40.63,27.0643,2454400.0,0.0,1.0,0.0,0.326966404999591,0.3001866976217454,-1.557563238181157,-19.26806503246189,73.33975234818216,1.097266371796689,0.2443559725342187,0.8530828685370246,-1579220.0,-2733266.666666667,28.250584151992403,33.06590339472371,36.155133217497315,0.41641086233423263,0.09282197022831204,,,14.284333347184837,31.646840000000008,-4.8153192427313085,0.0,0.0,276.20043529877137,-0.03236517628432978,108.5799999999999,A,1.0,,,49.00934665281518
2000-08-14,42.0,43.56,41.5,43.5,28.976,3960000.0,0.0,1.0,0.0,0.4773954253578115,0.382719832784908,-1.1915778597424576,-14.40304078917552,77.71863222754297,0.9484189904764108,0.032816367818908836,0.731409447564749,106430.0,-1162236.666666667,28.362186590147417,32.762947587707146,35.80493159713159,0.4142896725492916,-0.05295890129206365,,,16.031068563314548,30.489460000000008,-4.400760997559729,0.0,0.0,277.05297886588687,-0.03236517628432978,191.17,A,1.0,,,44.94785143668547
2000-08-15,43.75,44.25,42.75,43.0,28.643,3209900.0,0.0,1.0,0.0,0.4570585977339789,0.3743877349333807,-1.2230079215912875,-17.87653913605237,72.42388597012274,0.7319552326919557,-0.2363658688305491,0.5226711983550072,-540410.0,-1943136.666666667,28.405388653201662,32.45776628491402,35.455569080198345,0.4131972268011613,-0.3120359244156738,,,18.62084748415269,29.36938500000001,-4.0523776317123605,0.0,0.0,269.75740217488203,-0.03236517628432978,-33.29999999999984,A,2.0,,,40.11792251584733
2000-08-16,42.75,43.5,42.5,43.5,28.976,2247000.0,0.0,1.0,0.0,0.4822646437907223,0.3888028080618024,-1.169240068357145,-22.432167677744815,64.42172493162475,0.3685862016438128,-0.6519029694721188,0.1592729269699728,-1245260.0,-2852183.333333333,28.493175014247562,32.19985767121669,35.13949253970086,0.4137872431753397,-0.9980806689457112,,,23.12655901592718,28.35155500000001,-3.7066826569691287,0.0,0.0,261.50891614929105,-0.03236517628432978,33.29999999999984,A,1.0,,,33.57655098407284
2000-08-17,43.13,47.25,43.13,46.5,30.9744,6818600.0,0.0,1.0,60.0,0.6073021761766122,0.4684317463737296,-0.9152413082267983,-26.675639730768523,-53.005303415954074,0.2870369908308705,-0.7748159030686192,-0.02634620364878932,3259080.0,1592306.666666667,28.874901935132556,32.109083028904344,34.9363172938618,0.41677967651215,-1.2481441836154086,,,24.068637686274357,28.10176000000001,-3.234181093771788,0.0,60.0,257.64728141880335,-0.03236517628432978,199.84000000000003,A,1.0,,,32.13488231372568
2000-08-18,57.75,58.13,55.06,56.38,37.5556,12720800.0,0.0,1.0,57.99999999999999,0.7942875781750369,0.6371074158771691,-0.5264860283142574,-2.612013816248407,-32.30900683275371,0.3957730744434758,-0.7075077757482151,-0.04283708744297565,8257760.0,7213356.666666668,30.210393945112163,32.51252873046699,35.064087181966094,0.4153787629831969,-0.9269142763149708,,,22.763069674866834,28.378865000000008,-2.302134785354826,0.0,57.99999999999999,280.1299888319936,-0.03236517628432978,658.1199999999999,A,1.0,,,33.99466032513319
2000-08-21,58.25,60.5,57.31,60.5,40.3,6134600.0,0.0,1.0,54.0,0.8323350468608182,0.6826058776804578,-0.4431720631172705,2.767483635828171,-24.13336655497329,0.5227425053090045,-0.6131926618048724,0.002444894107369033,1455870.0,550536.666666667,31.76264103047952,33.0893784541361,35.319497563333606,0.4163575351388709,-0.6486662778225513,,,21.23205322705823,28.74523000000001,-1.3267374236565814,0.0,54.0,284.28626045596803,-0.03236517628432978,274.43999999999994,A,1.0,,,36.25840677294179
2000-08-22,60.38,60.5,59.06,60.5,40.3,3556200.0,0.0,1.0,52.0,0.8323350468608182,0.6826058776804578,-0.4431720631172705,6.261859512569004,-23.22600112890695,0.6231105504532711,-0.5442154444243189,0.005187170818591658,-1112190.0,-2046816.666666667,33.076080871944214,33.62349856864454,35.562448901707576,0.4283253369760856,-0.4730313273761897,,,20.15063596294781,29.26979500000001,-0.5474176967003288,0.0,52.0,284.28626045596803,-0.03236517628432978,0.0,A,1.0,,,38.38895403705221
2000-08-23,59.88,60.56,59.31,60.5,40.3,2334500.0,0.0,1.0,48.0,0.8323350468608182,0.6826058776804578,-0.4431720631172705,8.819481495579566,-18.98614150175041,0.6938499613329404,-0.4874214433971208,-0.013974821567749651,-2232540.0,-3255906.666666667,34.18745304549126,34.11805423022643,35.793548955282816,0.4446982921450225,-0.3654995358933884,,,19.496016710532004,29.85264500000001,0.06939881526483305,0.0,48.0,284.22116488568264,-0.03236517628432978,0.0,A,1.0,,,40.209273289468
2000-08-24,60.38,60.69,59.13,59.75,39.8004,2168100.0,0.0,1.0,46.0,0.7925043621252064,0.663356058305547,-0.4775778625453932,4.801773461563074,-19.17767759510445,0.7330833765941599,-0.4414617644868818,-0.0522177613385274,-2392310.0,-3355316.666666667,35.050983346184914,34.538968731691135,35.9890051038056,0.4611784416879448,-0.3104958365053105,,,19.311264855795343,30.485455,0.5120146144937792,0.0,46.0,280.17092642729403,-0.03236517628432978,-49.95999999999938,A,1.0,,,41.65964514420465
